season,episode,dialog,num_words,speaker
4,9,"But if. And now you pretend that it was more to feel better. Say what you want, at least &quot;The naked guy&quot; is honest.",24,Mitch
4,9,What do you think of the good old &quot;Baby Cadum&quot;?,10,Ted
4,9,The Olympic gymnast successful landing.,5,Barney
4,9,I gotta go.,3,Ted
4,9,&quot;Dude naked&quot;!,2,Barney
4,9,It's nice home!,3,Ted
4,9,"Thank you, from you, it's a real compliment. I love you to be an architect, it's fascinating. I could listen to you talk about design structures all night.",28,Vicky
4,9,"This is where I saw, lying on the table, a book of love poems by Pablo Neruda. The same issue I had in college. And the bookmark was my favorite poem. Maybe I was wrong about this girl. It was perhaps a future.",43,Ted (2030)
4,9,Damn!,1,Ted
4,9,And that's it.,3,Vicky
4,9,Pablo Neruda.,2,Ted
4,9,"Yeah, this book is a sh1t. An idiot with whom I left it out there. This is in Mexico.  You know who writes good poems? Jewel. She has rotten teeth and she lives in a car. It has stuff to tell.",41,Vicky
4,9,&quot;The naked guy&quot; works! I just sleep with a horrible person. I'm back!,13,Ted
4,9,"Congratulations, buddy.",2,Marshall
4,9,You're not the only one who provided e &quot;Dude-haired.&quot;,9,Ted
4,9,You just want to do to change the subject.,9,Marshall
4,9,"Hey, it's 49! It worked?",5,Lily
4,9,As if I had just flossing.,6,Marshall
4,9,I love you.,3,Lily
4,9,It's been 50.,3,Marshall
4,9,Pretty! What made you ask?,5,Ted
4,9,It's &quot;I have breasts.&quot;,4,Lily
4,9,right on target.,3,Marshall
4,9,"My God! Guys, guys! That's him! This is &quot;The guy naked&quot;!",11,Ted
4,9,"Ted, his name is Mitch. And... this is my boyfriend. So...",11,Robin
4,9,"Okay, I'll treat you more ***** s.",7,Marshall
4,9,Okay you can go. It's over.,6,Robin
4,9,Thank you.,2,Mitch
4,9,"Wait, Mitch, I have to thank you. We all tried &quot;The guy naked,&quot; tonight.",14,Ted
4,9,We should see what is Barney.,6,Marshall
4,9,Hello?,1,Woman
4,9,"Hi, Barney's there?",3,Marshall
4,9,No.,1,Woman
4,9,My God. What is your problem? Vire!,7,Woman
4,9,I take my costume. It is expensive. Just tie...,9,Barney
4,9,"Get out, now! Releases, you ugly whack!",7,Woman
4,9,Call me.,2,Barney
4,9,"And if I see him, I called the cops.",9,Woman
4,9,Two out of three.,4,Mitch
4,9,"I want you to know tonight, as crazy as it was, took me out of my shell.",17,Ted
4,9,"That's the beauty of the &quot;naked guy.&quot; It gives you just what you need. Nothing more, nothing less. If you'll excuse me, I have to replace the shoulder of one of my quaterbacks imaginary football. He dislocated his shoulder!",39,Mitch
4,9,"A toast... Mitch. The sum of its parts makes him a man.But when it serves its parts, it becomes much more. It does not fit the definition of a hero, but he is the one I needed. The hero who helped me get over the disaster of the failure of my marriage and I was almost back in the saddle. He lives in the shadows. Is this a dream? The truth? A fiction? Damnation?Salvation? It is all that and also, no nothing. Because it is...&quot;The guy with hair.&quot;",88,Ted
4,9,My God!,2,Woman
4,9,thank you God.,3,Barney
4,9,"//foreverdreaming.org/"" title=""Forever Dreaming"">Forever Dreaming</a>. <strong class=""nowrap"">All rights reserved</strong>.",8,"&copy; 2000-2021 <a rel=""nofollow"" target=""_blank"" href=""http"
4,10,"Why do they fight? What is it hidden in us that drives us to settle disagreements with our fists? (In Lily's class, two boys fight) Whatever it is, this is from the beginning.",33,Ted (2030)
4,10,Stop fighting!,2,Lily
4,10,Why?,1,Boy 1
4,10,It's stupid and childish.,4,Lily
4,10,It has been six years. It is stupid and childish.,10,Boy 2
4,10,"Children, I fought just once in my life. And that's how it happened. You know I have recently been abandoned at the altar. And the worst when it comes to us, apart from being abandoned at the altar, is what happens after. A steady stream, persistent and unbearable pity.",49,Ted (2030)
4,10,"Cranberry Vodka, gin and tonic. Scotch and soda.",8,Wendy
4,10,Thank you. Can I see the menu?,7,Ted
4,10,"Ted, I'll get you a menu... but I promise I will return.",12,Wendy
4,10,"We'll have to go elsewhere. In this bar, I will always be the guy left at the altar. It sucks!",20,Ted
4,10,Good times.,2,Barney
4,10,We lost Barney.,3,Ted
4,10,What?,1,Robin
4,10,"There's a girl there in a sweater wrap. He does not listen to a word they say. Hein, Barney?",19,Lily
4,10,Leave me alone!,3,Barney
4,10,"He understood, there is little time, he could hold a conversation with just the titles of sitcoms &quot;black&quot; of the 70s and 80s.",23,Ted
4,10,What's going on?,3,Barney
4,10,"Barney, you wanna go and get my stuff does not Marshall?",11,Lily
4,10,Diff'rent Strokes.,2,Barney
4,10,What is this?,3,Man
4,10,"I spoke to Doug, children? Not? Well...",7,Ted (2030)
4,10,Doug Martin was in McClaren's bartender. He was always in the corner.,12,Ted (2030)
4,10,You... Been to Ted?,4,Barney
4,10,It is not play &quot;You know Ted.&quot;,7,Ted
4,10,I'm dead?  I'm dead?  Tonight... I am a lesbian.,9,Barney (a pencil in his nose)
4,10,There are three things to know about Doug. The first is that Doug is a bit violent.,17,Ted (2030)
4,10,"... collapsed, so he's down. And it hits him! He made this face, trembling. What we did is that we left it there. I ressers?",25,Doug
4,10,The second is that he was weird about her hair...,10,Ted (2030)
4,10,What?,1,Doug
4,10,What?,1,Ted
4,10,You look at my hair?,5,Doug
4,10,"No, sir. Not at all.",5,Ted
4,10,That's a dummy. It's funny? Want to laugh? It's funny?Why you do not tear out?,15,Doug
4,10,What?,1,Ted
4,10,"Go ahead, tear it out of my head. Go ahead. Want to pull? Go. Go, go and pluck it out. You want to tear my head?Pluck my hairpiece my head. I love you, guys!",34,Doug
4,10,But the third is that he was very faithful with its regulars.,12,Ted (2030)
4,10,There they are! You want your table?,7,Doug
4,10,We will be well by then.,6,All
4,10,Yes? Yes?,2,Doug
4,10,Maybe a little too faithful.,5,Ted (2030)
4,10,"No, that's right, all right.  Lovebirds! Put it elsewhere, this table is reserved. Here we go! Now! Go! We move, my Father. Here we go. OK, guys, here!",28,Doug
4,10,So that's Doug.,3,Ted (2030)
4,10,What is this?,3,Doug
4,10,"Some guys are sitting at our table. But you know, it's good.",12,Ted
4,10,"Let's go, I take care of that.",7,Doug
4,10,"Damn, there goes.",3,Lily
4,10,"Ladies, if you will join your table. Gentlemen, I need your help out.",13,Doug
4,10,Our help?,2,Ted
4,10,We're going down the aisle and fight with these guys.,10,Doug
4,10,What's going on?,3,Barney
4,10,"Sorry, you just said...",4,Ted
4,10,"These guys are off-handedness. So we go outside and they fit in, OK? It's gonna be fun!",17,Doug
4,10,He wants to be fought? As with our hands and stuff?,11,Ted
4,10,And your feet maybe? I do not know the rules.,10,Marshall
4,10,A fight. We gotta go?,5,Ted
4,10,"No, I would fight for three things, the closing of a stubborn bra, accusations of sexual harassment... 9 of 9! And wanted to vomit when I see someone wearing brown shoes with a black suit.",35,Barney
4,10,"The fighting is for dummies. We are civilized people, civilized people not fight. Except with a lightsaber, but that's in for 3 or 5 years...",25,Marshall
4,10,That's not true.,3,Robin
4,10,"I'm on the forums every day. In 3-5 Thanksgiving, I découperai turkey with my saber green.",16,Marshall
4,10,"No, I say there are plenty of legitimate reasons to fight, it is perhaps not beautiful, but sometimes you gotta do what you gotta do.",25,Robin
4,10,"Yes, I forgot. She is sexy fights.",7,Ted
4,10,"No, it's true! I love it! I have a culture of hockey. If a guy is a fighter, it is rather sexy. And scars, seriously! If a guy has one, it has a Robin. And if he lost a tooth, I lose my panties.",44,Robin
4,10,"I lost my wisdom tooth. Without surgery. Local anesthesia. Frankly, it's nothing.",12,Barney
4,10,We should go.,3,Ted
4,10,"I can not believe that we have this discussion. Ted, you're 30, you're too old to act like that.",19,Lily
4,10,"I was 30. And of those 30 years, I was struck once.",12,Ted (2030)
4,10,There is an explanation very simp...,6,Ted
4,10,There was this thing in colo.,6,Ted (2030)
4,10,Today we are going to braid friendship bracelets.,8,Ted
4,10,"In college, I studied Kung-Fu. And some other stuff. For the goat, it would be a few months after.",19,Ted (2030)
4,10,The idea is that I had never beaten.,8,Ted (2030)
4,10,I'm going.,2,Ted
4,10,No!,1,Lily
4,10,"Listen to me, trust me, I fought hard. There is no pride to be learned.",15,Marshall
4,10,With which you fought?,4,Ted
4,10,My brothers.,2,Marshall
4,10,"Yeah, it was surely the ruckus in the playroom of Eriksen.",11,Barney
4,10,I love the squabbles between brothers!,6,A brother
4,10,That's the monster of guilis!,5,Marshall
4,10,Patrol Commies!,2,Brother 2
4,10,Wait! Go! Go! Cocoa break.,5,Marshall
4,10,"Break cocoa. OK, it's time to fight.",7,Ted
4,10,"Ted, do not do that, you're a good guy. This is your greatest quality.",14,Lily
4,10,"Oh yeah? I seem to remember that this guy was well dumped by his girlfriend for a Taekwondo teacher. It might sound crazy, but... I need that. I think it's an experience I do. I go there.",37,Ted
4,10,"Me too!  Guys... watch what face. The next time you see it, it will be distorted as the sexiest possible. Because that's what I am",25,Barney
4,10,It's been what?,3,Barney
4,10,"I know, huh! Who do now eyeing more my hairpiece?Look what they did!",13,Doug
4,10,&quot;We&quot;?,1,Ted
4,10,"Yes, &quot;on&quot;. Come on, we made a great team. Well done guys! We did it!",15,Doug
4,10,"No, you did. There was nothing we.",7,Ted
4,10,"OK, yes, it is clear, I have beaten three types alone. You and you, free drinks for life.",18,Doug
4,10,He thinks he fought with him.,6,Ted
4,10,We fought with him. So we will go and tell everyone the legendary story of how we beat types. And everyone will find it great and everyone goes back to bed with me.,33,Barney
4,10,"Come on man, no one will believe we fought, we look at.",12,Ted
4,10,"Oh, it's good...",3,Barney
4,10,What are you doing?,4,Ted
4,10,What I should have done there is a lease.,9,Barney
4,10,What?,1,Ted
4,10,"I dunno, I typed the eye! I even know what I say! I have a great right, either. You ready?",20,Barney
4,10,To go home?,3,Ted
4,10,"No, for that.",3,Barney
4,10,You hit me in the nose!,6,Ted
4,10,Are you crying?,3,Barney
4,10,"Yes, I cry! You hit me in the nose!",9,Ted
4,10,"It's going to swell to death. You're going to look like Owen Wilson. Come on, we go.",17,Barney
4,10,"Ok, but we do not add too. I do not want it to catch proportions.",15,Ted
4,10,"Can Ted arrives, takes off her shoe hit him in the mouth... A, they are! The guys who supported me!",20,Doug
4,10,So you fought. Seriously.,4,Marshall
4,10,"No, Barney hit us head to pretend. Without in December ', Marshall!",12,Ted
4,10,Just look at that eye. You look like a bad boy. I did not know you had it in me. You. That you had it in you.,27,Robin
4,10,You... want to touch?,4,Barney
4,10,"My God, it's hot!",4,Robin
4,10,The pot of victory! Blackjack! Blackjack! Blackjack!Blackjack! $ 7 50.,10,Doug
4,10,Why should I pay?,4,Marshall
4,10,Because thou hast not supported. They supported me.,8,Doug
4,10,"You know what, Doug? I will gladly pay. And why?As adults do. They pay their glasses, and they fight it. You know what I did when you were kids? That's what I did.",33,Marshall
4,10,Your nails?,2,Barney
4,10,I was...,2,Marshall
4,10,The quiz of love in the last Gala?,8,Ted
4,10,No. I was...,3,Marshall
4,10,your best to not cry when Big came to Carrie at the end of the film s*x and the City?,20,Barney
4,10,You spoiles? No. I'll tell you what I did...,9,Marshall
4,10,Tips to captain the football team because he gave you his ring and you were so cute in your evening gown?,21,Robin
4,10,I'm sorry.,2,Lily
4,10,"I hate them! They behave like guys the most virile of the universe, as Crocodile Dundee and David Hasselhoff.",19,Marshall
4,10,It's the guys the most virile of the universe?,9,Lily
4,10,"I know why they are given all the attention. In fact, it's me, the real hero.",16,Marshall
4,10,"Yeah, it's you.",3,Lily
4,10,"I'm serious, woman. Put it in your pants.",8,Marshall
4,10,"You're the man every boy should be and every girl should marry. You know what? I have two boys under way that will not stop fighting. If you come to school tomorrow to tell them your story of choice of the path of nonviolence, it could put them right. And avoid me getting up early to prepare lessons.",58,Lily
4,10,Okay. OK. I recadrerai.,4,Marshall
4,10,wimp!,1,Boy 1
4,10,What? No! The panda and the koala Mahatma Luther King tell you that story to show...,16,Marshall
4,10,Show that you're a wimp?,5,Boy 2
4,10,Why hast not beaten? You were afraid?,7,Boy 1
4,10,"What? I was not afraid! I did a lot of fights, OK?",12,Marshall
4,10,You're great! You have to weigh almost 500 pounds.,9,Boy 2
4,10,"First, I wear a sweater off, which has horizontal stripes. And I also... I ate salty... So I... You know what? Shut up!",23,Marshall
4,10,wimp! Wimp!,2,Boy 2
4,10,So you've just beaten?,4,Woman 1
4,10,Just?,1,Barney
4,10,"Amanda, was it that simple? You know, the fight in melee, it is more than using force against his opponent, huh B?",22,Ted
4,10,Exactly!,1,Barney
4,10,"It is an art. The noble art, as it were.",10,Ted
4,10,"But I do not understand, what they did to deserve this?",11,Woman 2
4,10,"It may seem insignificant, but they got to our table.",10,Barney
4,10,At our table.,3,Ted
4,10,And...,1,Barney
4,10,No one.,2,Ted
4,10,... no one sits at our table.,7,Barney
4,10,You will beat them up?,5,Amanda
4,10,"Let's beat them up. Ted, come on. You two. Our table.Go. Now!",12,Barney
4,10,What are you doing?,4,Ted
4,10,"Relax, it was Doug. Doug supports us.",7,Barney
4,10,He's not here tonight.,4,Ted
4,10,I offer you what? A drink? Money? These two girls over there?,12,Barney
4,10,"It's you, Ted Mosby.",4,Man 1
4,10,Yes.,1,Ted
4,10,And you're Barney Stinson?,4,Male 2
4,10,"They know who you are. All right, guys. It lets you go without kick your ass. This time. Okay?",19,Barney
4,10,That's... What is it?,4,Ted
4,10,You are summoned.,3,Man 2
4,10,You are charged with assault. Enjoy it.,7,Man 1
4,10,That was close.,3,Barney
4,10,Assault! They continue to attack us!,6,Ted
4,10,What is the penalty for assault? I'll have a fine?Picking up garbage on the highway? Because I already did that.,20,Barney
4,10,I know.,2,Marshall
4,10,"In fact, he knew they risked a small community service, surely no criminal charges. But he was furious against us.",20,Ted (2030)
4,10,You could have a good time in prison.,8,Marshall
4,10,The Prison?,2,Barney
4,10,"I can not go to jail! I could read a bunch of books, writing short stories. Drag me all the time. Seriously, if I get lost really hefty...",28,Ted
4,10,You can not go to jail! They are dying in the hallways!And meals are really heavy.,16,Barney
4,10,You should have thought before beating them.,7,Marshall
4,10,And if we have not done?,6,Ted
4,10,No what?,2,Marshall
4,10,beaten. And if Doug had beaten them all alone and we had done nothing?,14,Ted
4,10,I knew it! You have not even given a single shot.,11,Marshall
4,10,"I hit Ted and me, so...",6,Barney
4,10,Who's the wimp now? Answer,5,Marshall
4,10,You can spin us a hand?,6,Ted
4,10,You know the old saying,5,Marshall
4,10,"You gotta help us, Marshall. We're the Three Musketeers! If I let Ted I how long?",16,Barney
4,10,"Barney? I was looking for you. I have tickets for the hockey game tonight. It's stupid. Want to go? It can run late, we could go see a drink after.",30,Robin
4,10,"Listen to this. You know, this fight? The guys were pretending.",11,Marshall
4,10,"Oh, I forgot! Tonight, it is not possible. I can not go to hockey tonight, I have this... This... This...",20,Robin
4,10,"Good news, I talked to the guys.",7,Marshall
4,10,What guy?,2,Ted
4,10,The ones you do not beaten. They will not go to trial.Lawyer.,12,Marshall
4,10,What? They dropped?,3,Barney
4,10,"Yes, I just told them you were wimps. It has made us laugh. Poilade good, actually. I said that you did manicure every month.",24,Marshall
4,10,"Weeks, Wolverine... Some are careful.",5,Barney
4,10,And you played the harp in the dance club of the pre-reform in college.,14,Marshall
4,10,You're at least they said we were one of the best medieval music group of the academy?,17,Ted
4,10,Sure. We were all agreed that it was a guy who had beaten and that you had nothing to do with it...,22,Marshall
4,10,"Wait, so... they attack Doug.",5,Ted
4,10,Affirmative.,1,Marshall
4,10,"The angry, irrational, violent Doug, who now knows, you pushed under a bus.",13,Ted
4,10,They what?,2,Doug (on phone)
4,10,We can tell you...,4,Barney
4,10,Explain what? How you have me stabbed in the back just under my eyes?,14,Doug
4,10,"Robin, I'm afraid.",3,Lily
4,10,"Yeah, Doug sees someone?",4,Robin
4,10,You visit? You really should.,5,Lily
4,10,"Look, you do not understand, you beat these guys all by yourself.",12,Ted
4,10,It's true. They have nothing to do with it. Look at them.,12,Marshall
4,10,It's Ted's fault!,3,Barney
4,10,Look at him.,3,Marshall
4,10,"Yes, look at me!",4,Ted
4,10,It would not 5 minutes in combat.,7,Marshall
4,10,I could hold at least 5...,6,Ted
4,10,It is as limp as spaghetti.,6,Marshall
4,10,"Yes, spaghetti with meatballs... Mate it. Look!",7,Ted
4,10,No.,1,Marshall
4,10,"OK, maybe it was... than me. In fact, it makes sense. I have many black holes. In short, I have always supported. I expected much from you. And you did what? Nothing. We can not count on you. No wonder your girlfriend has dumped you.",45,Doug
4,10,"And here, children, the only fight I've ever had.What can I say? For starters, a punch to the face, it hurts...very badly. And what hurts more? Ca  All I remember is waking up.",33,Ted (2030)
4,10,"OK, I'm hot. Let's go.",5,Barney
4,10,"A fight was not a good idea, actually. And that's my story.",12,Ted
4,10,And what did you learn?,5,Lily
4,10,I learned that it is not right to fight and must never do.,13,Ted
4,10,Questions?,1,Lily
4,10,Where you find them?,4,Boy 1
4,10,I know! Was a big sale at the market for wimps?,11,Boy 2
4,10,wimp! Wimp!,2,Children
4,10,I have not told them what had really happened.,9,Ted (2030)
4,10,"OK, I'm hot. Let's go. What has happened?",8,Barney
4,10,Ca,1,Marshall
4,10,Damn!,1,Ted
4,10,"Apparently, Uncle Marshall and his brothers did more than fight.",10,Marshall
4,10,Marshall looks like. He lost weight?,6,Robin
4,10,"S *****, do not even think about.",7,Lily
4,10,"Children, I would tell you that fighting is malet need to do it, but it's useless. So I tell you this",21,Ted (2030)
4,10,"It's so good to be home. Mom, Lily, good job. &quot;Good meat, good food, good Lord, to the food. &quot;No? OK, let's go. Put your glasses.  Okay, pass me the plate. Lily, white or red meat?",36,Marshall
4,10,"Red! Honey, be careful.",4,Lily
4,10,"//foreverdreaming.org/"" title=""Forever Dreaming"">Forever Dreaming</a>. <strong class=""nowrap"">All rights reserved</strong>.",8,"&copy; 2000-2021 <a rel=""nofollow"" target=""_blank"" href=""http"
4,11,Hi!,1,Robin
4,11,Hi.,1,Marshall
4,11,It is freezing outside. Where is your jacket?,8,Ted
4,11,I'm Canadian. No need to coat. This kind of weather does not scare me.,14,Robin
4,11,"It looks like a spring day in Minnesota, there was no q'il all the taxis, the skyscrapers and the blacks.",20,Marshall
4,11,There are no black people?,5,Ted
4,11,Not if Prince is on tour.,6,Marshall
4,11,"my sister's plane arrived an hour ago, or would like a meteorologist, hurricane between Heather on Lands.",17,Ted
4,11,Go. It's not like that.,5,Lily
4,11,"That's the history of Heather. It has been six years and three high schools for his baccalaureate. She took the opportunity to ruin two cars, being married for five days, and spent nine weeks in a tree only to find that no one intended to kill him. And there, Heather said she moved to New York.",56,Ted
4,11,Great news.,2,Lily
4,11,It will not come out. Remember when she talked of going to college here? And then the day of admission...,20,Ted
4,11,Where are my TV and my couch?,7,Ted
4,11,I have sold tickets for the concert of Nine Inch Nails.,11,Woman
4,11,Nothing but the TV is 2000 balls.,7,Ted
4,11,A last minute flight is expensive.,6,Woman
4,11,Wait. Where are you?,4,Ted
4,11,Somewhere in Spain. I go there. Quiet song.,8,Woman
4,11,Damn. This is Barney.,4,Ted
4,11,And?,1,Robin
4,11,"Since that time Heather happening in New York, Ted has never left the Barney show.",15,Lily
4,11,"I never will. Every year, when the greeting card of Mosby happens...",12,Ted
4,11,"Drop your trousers. Mine hard. Under the bunch of mistletoe, I'll make your sister moan. Oh! Dear Heather, Heather dear, we'll do it in all directions...",26,Barney (singing)
4,11,If I could see her naked. If I could see her naked. If I could see her naked. And fours.,20,Barney
4,11,"Ted has a little sister who is so playful every day. And if I meet with her breasts, I will play! Little sister, Little Sister!What? I can also celebrate Hanukkah.",30,Barney
4,11,"It's still him. I should answer. Hello, Barney.",8,Ted
4,11,Hi. What are you doing tonight?,6,Barney
4,11,"We go to Marshall and Lily get a full Kathy Bates, Misery exception. Want to go? He hung up.",19,Ted
4,11,It's nice to see you.,5,Heather
4,11,Hi kid. It looks to go. How are things at home?,11,Ted
4,11,I took your room. Did you know you see the room of Miss Gottwald opposite?,15,Heather
4,11,I know. She looks good?,5,Ted
4,11,"Ted, it was 62 years.",5,Heather
4,11,Answer.,1,Ted
4,11,"Incredibly gay.  Dude, quail out there.",6,Heather
4,11,"Why, hello. I was expecting you.",6,Barney
4,11,One second. It is not our chair. You've made yourself?,10,Ted
4,11,I needed one that rotates.,5,Barney
4,11,How did you know that Heather was coming?,8,Ted
4,11,Do not tell me anything! You know I can not keep secrets if it's almost Christmas! Robin offers you an iPod!,21,Lily
4,11,Can I talk to one second in the kitchen? Not touch the chair. I praise him. I can not believe that thou hast hid thy sister all these years.,29,Barney
4,11,Really? You're like &quot;Weird Al&quot; Yankovic to write that song on how to jump my sister.,16,Ted
4,11,"First, I'm flattered. Then it's just jokes. A friend can joke on a friend's sister. Does not mean I'm going to act.",22,Barney
4,11,"I love my sister, and as a big brother, it's my job to protect guys like you.",17,Ted
4,11,You do not trust me?,5,Barney
4,11,No. And it either.,4,Ted
4,11,Okay. All right. I'll just... take my chair and leave.,10,Barney
4,11,Wait... Rest... Back... Lily and I were dining out with Heather Sunday. Want to go?,15,Ted
4,11,I have already called to add a person.,8,Barney
4,11,You really can not tell Lily.,6,Ted
4,11,"No, nothing really...",3,Barney
4,11,"That year, Canada was really lacking in Aunt Robin, Marshall then brought him to where he was when he was nostalgic Minnesota",22,Ted (2030)
4,11,Hi everyone.,2,Marshall
4,11,Marshall!,1,All
4,11,This is Robin.,3,Marshall
4,11,Robin!,1,All
4,11,Turn drink.,2,Marshall
4,11,Drink!,1,All
4,11,"How are you, Marshall?",4,Man
4,11,"And you? Hey, man! You got anything in the leg?",10,Marshall
4,11,I played hockey today. I hurt my knee.,8,Man
4,11,You went to the hospital?,5,Robin
4,11,I poured beer on it. I miss the game of the Vikings.Minnesota!,12,Man
4,11,I love the guys here. This is real guys. Without shampoo or manicure. The guys from New York are 10% chick.,21,Robin
4,11,Go. You're wrong.,3,Marshall
4,11,I'll take the vichyssoise with a hint of cream. Dairy ballonnent me.,12,Barney
4,11,So... I found an apartment today.,6,Heather
4,11,Really?,1,Ted
4,11,"Yes. And I hoped you would have drunk a little more wine hand side before you to ask you this, but... I need you to lease the instructions.",28,Heather
4,11,Let me think.,3,Ted
4,11,"It, it means he will not.",6,Barney
4,11,I really need your help.,5,Heather
4,11,"We'll talk later, OK?",4,Ted
4,11,You do not have any illusions.,6,Barney
4,11,What's the matter? You do not trust me?,8,Heather
4,11,You're my sister.,3,Ted
4,11,There he just says the obvious.,6,Barney
4,11,"Listen, Ted, I want to get into finance, but... you see me like I was four and I wanted to become an astronaut.",23,Heather
4,11,I just think you have no idea of the difficulty of succeeding in New York.,15,Ted
4,11,"Exactly. Do you need relationships. If only Ted knew someone who works at, say... Goliath National Bank, then...expect. What? I work for Goliath National Bank. Incredible!",26,Barney
4,11,Okay. It's been two beers and Bemidji... who ordered the mini burgers?,12,Man
4,11,My God! This is Fisherman's Quest? I played all the time FQ at the time!,15,Robin
4,11,"Oh, yeah? I have the best score. Without boasting, I caught... a pike of almost 1 m. The biggest fish virtual nobody has ever taken. Finally... freshwater.",27,Marshall
4,11,I'll take my hat fisherman. Thank you for bringing me here. This is mine.,14,Robin
4,11,It's not a good idea. Heather and Barney alone in his office? And I do not want to be guarantor for the lease.,23,Ted
4,11,"It ripens, just as you see it yet.",8,Lily
4,11,"It is about a girl who got caught for stealing, eight months ago.",13,Ted
4,11,"Ted, many women have a period kleptomaniac. And yes, maybe sometimes they happen to mow a small object because it excites them in a strange way they are not explained. But... If it reassures you, I will accompany them to GNB, tomorrow. I will say that I'm going to lunch with Marshall, but in fact I espionnerai.",57,Lily
4,11,It suits me. Good luck tomorrow at the GNB. I'm sure you will impress them.,15,Ted
4,11,And I espionnerai. And sh1t!,5,Lily
4,11,&quot;I drink to forget the 1999 NFC Championship&quot;?,8,Robin
4,11,"The match. The Vikings were 2 minutes to go to the Super Bowl, when our striker, who had not missed a year's messed up a penalty and we lost in overtime. Damn!",32,Marshall
4,11,1999 NFC Championship Game?,4,Male
4,11,Yes.,1,Marshall
4,11,Damn!,1,Man
4,11,"My father, I had never seen him cry in my life, wiped away a tear. He said... &quot;A small part of me just died, son. &quot;",26,Marshall
4,11,I love the passion you have for your Vikings. It's like looking for hockey in Canada... What?,17,Robin
4,11,Do not let... anyone here know that you're not from Minnesota.,11,Marshall
4,11,Why? They will do anything q'ils learn that I am...,10,Robin
4,11,"It looks like a bar in Dallas, man?",8,Man 1
4,11,"It's weird, but is a reassuring side to be worn like that.",12,Male 2
4,11,"Dude, did you see this guy! So, Robin, are you coming from?",12,Man 3
4,11,"Bemidji. Bemidji, Minnesota. Go Vikes!",5,Robin
4,11,"Children, for the rest, I'll skip a few days.",9,Ted (2030)
4,11,"Very nice, this briefcase.",4,Heather
4,11,"Very friendly, the security camera, too. And there is one another. And a security guard.",15,Ted
4,11,"I intend to pay it, Ted.",6,Heather
4,11,"Yes. You got the job yet. Must push the door, not pull.And that's it. Thank you for having watched yesterday. Maybe I was wrong. She seems to have been able to manage with Barney. It will perhaps manage New York.",40,Ted
4,11,Not enough!,2,Lily
4,11,Why?,1,Ted
4,11,I have a secret. No! It has not happened. It happened something.,12,Lily
4,11,It's been what?,3,Ted
4,11,"Nothing. After the interview Heather, I went to see Marshall one time, when I came back...",16,Lily
4,11,My God!,2,Lily
4,11,"Before you say or do something, give me a favor.",10,Barney
4,11,What?,1,Lily
4,11,Move away. It's a Prada.,5,Barney
4,11,I'm really sorry.,3,Lily
4,11,I knew it. I've always known. It remained the same trail irresponsible. And when I see Barney...,17,Ted
4,11,"You will say nothing. Ted, Heather begged me not to tell you. She hate me if she knows that I sneaked.",21,Lily
4,11,"I love this kit, but I can not afford. You were right, Ted.",13,Heather
4,11,And how!,2,Ted
4,11,You see? She has not bought the briefcase! It is responsible! And no chance that she slept with someone here.She turns the page.,23,Lily
4,11,Hi everyone!,2,Marshall
4,11,So my father and I were in the NFC championship game by 99.,13,Robin
4,11,"I said, good evening everyone!",5,Marshall
4,11,And when we missed the penalty and lost...,8,Robin
4,11,Holy sh1t!,2,All
4,11,"Holy sh1t! f*cking. My father that I had never seen him cry in my life, wiped away a tear and said, &quot;A small part of me just died, son. &quot;",30,Robin
4,11,&quot;Son&quot;?,1,Man
4,11,"That's what I tell my son. If I am fortunate to have a son, I will call Rashad Tarkenton.",19,Robin
4,11,Nice story.,2,Man
4,11,Beautiful story! But it seems a bit familiar.,8,Marshall
4,11,I know! They all bought into.,6,Robin
4,11,I see what you do.,5,Marshall
4,11,What?,1,Robin
4,11,"I've brought here because... I was sorry for you. And there, it looks like you're trying to steal my bar.",20,Marshall
4,11,You think I'm trying to steal your bar? Host.,9,Robin
4,11,&quot;Host&quot;? Are you Canadian?,4,Man
4,11,"No, I...",2,Robin
4,11,"If you want to imitate a Canadian, just turn off the light and act as if you were afraid!",19,Man
4,11,What was that?,3,Robin
4,11,"With the nearby Canada, Minnesota, we like to make jokes on your back and they are often on the same theme.",21,Marshall
4,11,As fear of the dark?,5,Robin
4,11,"Yes. For example, everyone, how many Canadians does it take to change a lightbulb? &quot;What? No, the bulb is dead? I'm afraid! &quot;",23,Marshall
4,11,This is stupid. Why do you think Canadians are afraid of the dark?,13,Robin
4,11,"Where do prejudices? A stereotype appears, and suddenly, it spreads like fire. Asians misbehave, the Scots are stingy, the Brazilians are too many stamps. I doubt it works.You can not hang out with people who belittle your beloved country. I take you back.",43,Marshall
4,11,"No, wait. I have something to say. Everyone. Let me tell you something about Canadians.",15,Robin
4,11,"Please, no scene.",3,Marshall
4,11,"Why Canadians are not of birthday wishes? Because they are too afraid to put out the candles. My God, I love this place!",23,Robin
4,11,I think your prospects are good for GNB. U you have shown me that you can take any position.,19,Barney
4,11,This is the new coasters?,5,Lily
4,11,I hope you get the job. Nothing makes me happier than to fill an opening.,15,Barney
4,11,"I swear, these coasters are thicker.",6,Lily
4,11,I'm ready to bend over backwards.,6,Heather
4,11,"OK, enough! I can not believe you hast slept with my sister!",12,Ted
4,11,You've sneaked?,2,Barney
